MouseID,DYRK1A_C,ITSN1_C,BDNF_C,NR2A_C,pAKT_C,pCAMKII_C,pELK_C,pERK_C,pJNK_C,PKCA_C,pMEK_C,pNR1_C,pNR2A_C,pNR2B_C,pPKCAB_C,pRSK_C,AKT_C,BRAF_C,CAMKII_C,ELK_C,ERK_C,GSK3B_C,JNK_C,MEK_C,TRKA_C,RSK_C,CTNNB1_C,SOD1_C,MTOR_C,pMTOR_C,RCAN1_C,AMPKA_C,NR2B_C,pNUMB_C,RAPTOR_C,TIAM1_C,pP70S6_C,NUMB_C,P70S6_C,pPKCG_C,CDK5_C,S6_C,RRP1_C,BAX_C,ARC_C,ERBB4_C,nNOS_C,GAD2_C,GluR4_C,CASP3_C,IL1B_C,P35_25_C,pCASP9_C,PSD95_C,Ubiquitin_C,pGSK3B_Tyr216_C,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,CTNNB1_N,SOD1_N,MTOR_N,pMTOR_N,RCAN1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_S9_N,pPKCG_N,CDK5_N,S6_N,H3AcK9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,GFAP_N,GAD2_N,GluR3_N,GluR4_N,CASP3_N,IL1B_N,P35_25_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,APP_M,DYRK1A_M,ITSN1_M,TIAM1_M,NR1_M,NR2A_M,NR2B_M,pNR1_M,pNR2A_M,pNR2B_M,GluR3_M,GluR4_M,pGluR2_M,BDNF_M,NUMB_M,pNUMB_M,TRKA_M,PSD95_M,SYP_M,SNCA_M,Genotype,Treatment,Behavior,class
3490_11,NA,NA,NA,0.459,NA,1.1192,NA,NA,NA,0.2446,0.5735,0.4741,0.3586,1.3944,0.5683,NA,0.9769,0.4166,0.1899,0.1762,1.7917,1.2988,0.386,0.5344,0.9222,NA,NA,1.1178,0.4533,0.5683,NA,NA,0.3497,0.2436,NA,NA,2.4651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6357,0.1664,1.1137,NA,NA,NA,NA,NA,NA,NA,1.1906,NA,1.701,NA,NA,NA,NA,0.2443,0.4484,1.7429,1.4152,0.8776,0.4909,NA,0.5759,0.1248,0.2383,NA,0.2843,0.4463,0.723,0.3386,0.6337,1.6323,NA,NA,NA,0.7171,0.6913,0.7898,NA,NA,0.8841,0.375,NA,NA,1.4307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8189,0.3062,1.4064,NA,NA,NA,NA,NA,0.6664,1.1297,3.029,0.7611,1.9454,1.7543,1.0137,1.337,0.5085,1.3208,0.6715,0.8908,0.6288,0.4872,0.4292,0.8584,0.7986,0.5648,1.9693,0.087,Control,Saline,S/C,CSS
3490_12,NA,NA,NA,0.4588,NA,1.1078,NA,NA,NA,0.2298,0.5638,0.4666,0.339,1.445,0.5781,NA,0.9129,0.4017,0.2105,0.176,1.7439,1.2547,0.3648,0.5767,0.9705,NA,NA,1.0083,0.4468,0.5468,NA,NA,0.3178,0.245,NA,NA,2.3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6585,0.1658,1.052,NA,NA,NA,NA,NA,NA,NA,1.2326,NA,1.7486,NA,NA,NA,NA,0.2464,0.4642,1.8011,1.4548,0.861,0.482,NA,0.5795,0.154,0.2474,NA,0.2825,0.463,0.7407,0.3279,0.6483,1.6759,NA,NA,NA,0.7035,0.7005,0.8032,NA,NA,0.8904,0.382,NA,NA,1.4124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8474,0.2267,1.4086,NA,NA,NA,NA,NA,0.7082,1.2059,3.3938,0.848,2.0925,1.9377,1.1398,1.5109,0.5335,1.5042,0.6818,0.9575,0.6959,0.5127,0.4448,0.8839,0.8253,0.6185,2.2068,0.2021,Control,Saline,S/C,CSS
3490_13,NA,NA,NA,0.4804,NA,1.1139,NA,NA,NA,0.2441,0.5471,0.454,0.344,1.3625,0.5264,NA,0.9439,0.4304,0.2132,0.1728,1.784,1.3507,0.3973,0.5483,0.9686,NA,NA,1.055,0.4506,0.5578,NA,NA,0.422,0.3131,NA,NA,2.7048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5407,0.1886,1.1059,NA,NA,NA,NA,NA,NA,NA,1.2161,NA,1.8293,NA,NA,NA,NA,0.2852,0.5329,1.9229,1.6191,0.9218,0.5465,NA,0.6692,0.1876,0.2845,NA,0.3215,0.4765,0.7859,0.3587,0.8062,1.7933,NA,NA,NA,0.779,0.8262,0.9584,NA,NA,1.029,0.4106,NA,NA,1.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8246,0.3016,1.3044,NA,NA,NA,NA,NA,0.6064,1.0291,3.0066,0.7704,1.9503,1.6532,0.9381,1.4264,0.5089,1.2577,0.686,0.9119,0.6214,0.463,0.4171,0.85,0.7938,0.5586,1.8988,0.2249,Control,Saline,S/C,CSS
3490_14,NA,NA,NA,0.4534,NA,1.1348,NA,NA,NA,0.2478,0.5831,0.4983,0.3489,1.4101,0.5337,NA,0.9579,0.4393,0.2129,0.1809,1.7506,1.3478,0.4039,0.5674,0.991,NA,NA,1.0933,0.4657,0.5713,NA,NA,0.332,0.2551,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5836,0.1996,1.0779,NA,NA,NA,NA,NA,NA,NA,1.2169,NA,1.8138,NA,NA,NA,NA,0.271,0.5208,1.8912,1.6315,0.8832,0.5311,NA,0.6589,0.1498,0.2767,NA,0.2993,0.4739,0.7746,0.3596,0.7015,1.7632,NA,NA,NA,0.757,0.8037,0.9171,NA,NA,1.0098,0.4026,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8673,0.3152,1.3298,NA,NA,NA,NA,NA,0.6194,1.1816,3.0065,0.7502,1.9318,1.8452,0.9355,1.3567,0.4977,1.3235,0.6774,0.906,0.612,0.4903,0.4627,0.8212,0.7963,0.5548,1.9088,0.2627,Control,Saline,S/C,CSS
3490_15,NA,NA,NA,0.4375,NA,1.172,NA,NA,NA,0.2343,0.618,0.4895,0.3526,1.4873,0.5784,NA,1.0883,0.4493,0.1975,0.2083,1.7685,1.343,0.4007,0.7516,1.0651,NA,NA,0.9813,0.481,0.5467,NA,NA,0.3633,0.2632,NA,NA,3.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6306,0.1708,1.0083,NA,NA,NA,NA,NA,NA,NA,1.2405,NA,1.8237,NA,NA,NA,NA,0.264,0.5361,1.9304,1.6291,0.8619,0.5272,NA,0.6286,0.174,0.2748,NA,0.3123,0.4796,0.797,0.3662,0.7376,1.8004,NA,NA,NA,0.7692,0.808,0.9165,NA,NA,1.0337,0.4109,NA,NA,1.5519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8778,0.2578,1.3488,NA,NA,NA,NA,NA,0.6546,1.0962,3.1737,0.791,2.0294,1.8557,1.0667,1.4848,0.4809,1.5152,0.7252,0.8871,0.686,0.4985,0.4465,0.7978,0.7851,0.6114,2.0589,0.2483,Control,Saline,S/C,CSS
3490_2,1.2828,1.418,0.3237,0.3488,0.4067,1.0634,0.9682,0.8724,0.5922,0.2069,0.5222,0.4268,0.3299,1.4421,0.5304,0.2556,0.8,0.3599,0.1539,0.1235,1.7581,1.2111,0.3095,0.4523,0.7683,0.1594,0.1556,0.8188,0.416,0.5211,2.3495,0.521,0.3098,0.2322,0.2094,0.5362,1.9038,0.0844,1.752,0,0.9095,2.281,0.2688,0.3461,0.2897,0.1352,0.2598,0.4578,0.1223,0.2382,0.6913,0.194,1.4678,0.1764,0.259,3.4907,0.6004,0.9038,0.2986,2.408,1.3241,0.2873,1.9311,0.2311,0.9892,0.4136,0.9393,0.2133,0.3233,1.6425,1.2521,0.9617,0.4362,0.3273,0.4777,0.1467,0.1719,0.1896,0.2477,0.4928,0.6877,0.2367,0.5121,1.4758,0.2319,0.2155,1.1314,0.6643,0.4969,0.6087,1.0565,0.3943,0.6541,0.2985,0.278,0.5798,1.0955,0.117,1.0742,0.1425,2.9846,0.6902,0.6048,0.4368,0.9508,0.4538,0.3422,0.2568,0.3262,0.1913,0.3002,0.5878,0.369,0.2553,0.61,0.2707,1.3474,3.5099,0.1475,0.9726,2.0726,0.2605,0.4744,0.789,2.8744,0.6159,1.726,1.6558,0.8994,1.2778,0.3791,0.9161,0.4843,0.5924,0.4296,0.4224,0.4087,0.712,0.6577,0.5009,2.4304,0.1761,Control,Saline,S/C,CSS
3490_3,1.3789,1.5175,0.3527,0.3713,0.4333,1.14,1.0302,1.0081,0.6574,0.2008,0.5155,0.4465,0.3289,1.559,0.5064,0.2817,0.8362,0.3724,0.1562,0.1405,1.8069,1.1469,0.3158,0.5266,0.8032,0.1778,0.1346,0.8231,0.4374,0.5371,2.5836,0.5796,0.2963,0.231,0.2229,0.5861,1.9507,0.0927,1.8855,0,0.9633,2.4075,0.3124,0.3781,0.3136,0.1467,0.2817,0.5171,0.1419,0.2696,0.6764,0.1905,1.4381,0.2027,0.2958,3.682,0.6119,0.9064,0.2956,2.4958,1.2754,0.303,1.7874,0.2277,0.9266,0.4041,0.9248,0.2075,0.3061,1.5635,1.188,0.9119,0.401,0.3292,0.4584,0.1387,0.163,0.1764,0.2357,0.4666,0.6847,0.2225,0.4881,1.43,0.2327,0.2197,1.1133,0.6377,0.473,0.5758,1.087,0.3979,0.6311,0.288,0.2952,0.5939,1.0375,0.1158,1.1688,0.1466,2.9331,0.6961,0.6283,0.4411,1.0774,0.4507,0.3602,0.257,0.3158,0.1965,0.3136,0.5761,0.3579,0.2453,0.6066,0.2665,1.2932,3.4883,0.1478,0.9146,2.0384,0.2512,0.4506,0.7714,2.7703,0.5902,1.6588,1.599,0.8801,1.2654,0.3657,0.8699,0.4787,0.5946,0.3886,0.4079,0.3478,0.658,0.6172,0.4736,2.3179,0.1506,Control,Saline,S/C,CSS
3490_4,1.4489,1.5611,0.3147,0.3248,0.3979,1.0853,1.0374,0.9479,0.6284,0.2191,0.4923,0.4154,0.2962,1.3877,0.5383,0.2953,0.8154,0.3764,0.152,0.1335,1.7035,1.1734,0.3119,0.444,0.7947,0.1663,0.1263,0.8696,0.4191,0.501,2.6179,0.5579,0.2959,0.2165,0.2111,0.5774,1.9868,0.0926,2.0332,0,0.9495,2.3995,0.2984,0.3542,0.3253,0.1316,0.2579,0.49,0.1195,0.2221,0.6943,0.1915,1.2991,0.1758,0.2716,3.4432,0.6306,0.9784,0.3141,2.6128,1.2806,0.313,1.7571,0.2837,1.3035,0.4411,0.9165,0.2251,0.3463,1.6207,1.2657,0.8728,0.4812,0.3722,0.5107,0.1606,0.1956,0.2099,0.2591,0.4732,0.6942,0.2521,0.5158,1.4761,0.2937,0.2327,1.104,0.6276,0.5334,0.6631,1.3276,0.4434,0.7111,0.3216,0.3285,0.6461,1.1841,0.1224,1.3371,0.1617,3.3169,0.7206,0.6436,0.4766,0.9731,0.4914,0.4047,0.2794,0.3415,0.2036,0.3594,0.6322,0.4304,0.2668,0.6384,0.2718,1.3714,3.7796,0.1693,0.9552,2.2097,0.3066,0.5457,0.9674,3.0037,0.7012,1.9028,1.7978,1.1912,1.4291,0.5578,1.1618,0.5352,0.7038,0.5121,0.4328,0.4254,0.7715,0.7111,0.532,2.4023,0.1623,Control,Saline,S/C,CSS
3490_5,1.494,1.5615,0.316,0.341,0.3949,1.053,1.0841,0.9549,0.6393,0.2165,0.4944,0.4299,0.3121,1.4027,0.5202,0.2865,0.8245,0.3606,0.1573,0.1394,1.6781,1.175,0.3068,0.4742,0.7813,0.1583,0.1443,0.901,0.4133,0.4958,2.5418,0.5355,0.2776,0.2283,0.2211,0.5423,1.9694,0.0965,1.9663,0,0.9595,2.3171,0.3041,0.3467,0.3036,0.1546,0.2564,0.4577,0.1396,0.2304,0.6109,0.1581,1.1275,0.1718,0.2501,3.4494,0.6089,0.9245,0.3195,2.4754,1.2483,0.3001,1.7466,0.2743,1.2355,0.4362,0.9353,0.2227,0.359,1.6499,1.2924,0.9066,0.4429,0.3586,0.4866,0.1602,0.1918,0.2141,0.2543,0.4783,0.7076,0.2582,0.5201,1.5249,0.267,0.1943,1.0726,0.635,0.5575,0.6651,1.2058,0.4321,0.7221,0.3065,0.343,0.6278,1.1633,0.1214,1.2668,0.1557,3.1784,0.6992,0.5871,0.4518,0.8053,0.4742,0.3899,0.2615,0.3355,0.1947,0.3507,0.6002,0.4108,0.2606,0.6712,0.2625,1.3504,3.5804,0.1645,0.8826,2.1427,0.2994,0.5023,0.8448,2.9013,0.6579,1.8257,1.6781,1.1431,1.332,0.5511,1.1355,0.532,0.6685,0.4741,0.4166,0.4131,0.7098,0.6781,0.5073,2.3159,0.1718,Control,Saline,S/C,CSS
3490_6,1.5517,1.5465,0.3123,0.3623,0.3893,1.0814,1.029,0.9793,0.6406,0.2072,0.5241,0.4341,0.3147,1.414,0.458,0.2911,0.8228,0.4281,0.1585,0.1431,1.6982,1.1541,0.3084,0.5268,0.7981,0.167,0.1593,0.844,0.438,0.4944,2.4426,0.5817,0.2845,0.2118,0.2022,0.5507,2.1637,0.0915,1.8392,0,0.9638,2.3666,0.2849,0.3609,0.3046,0.1334,0.2451,0.4271,0.1277,0.2042,0.6958,0.1909,1.3106,0.181,0.288,3.5512,0.641,0.9399,0.3223,2.5146,1.204,0.31,1.6844,0.2626,1.2251,0.4312,0.9145,0.2119,0.3395,1.5766,1.2176,0.8932,0.3966,0.3628,0.4581,0.1572,0.1815,0.2215,0.2427,0.4538,0.6794,0.2446,0.505,1.4354,0.2821,0.1835,1.1152,0.6112,0.5256,0.6315,1.1772,0.4396,0.6887,0.2866,0.3714,0.634,1.1045,0.1229,1.252,0.1498,3.2615,0.7067,0.6043,0.4682,0.6461,0.4643,0.3964,0.264,0.3383,0.1826,0.3476,0.637,0.4106,0.2664,0.6432,0.2577,1.3095,3.5597,0.1646,0.895,2.1819,0.2884,0.503,0.8185,2.8447,0.6116,1.7728,1.6746,1.1483,1.315,0.5278,1.0005,0.5188,0.63,0.4554,0.4077,0.3576,0.6865,0.6761,0.4821,2.2148,0.1399,Control,Saline,S/C,CSS
3490_7,1.4925,1.5482,0.3188,0.32,0.4251,1.0443,1.0552,0.9106,0.644,0.2188,0.5106,0.4267,0.2819,1.2829,0.5201,0.3229,0.9032,0.4216,0.1673,0.1411,1.698,1.2273,0.3115,0.4496,0.8845,0.1672,0.1458,0.8275,0.4506,0.5102,2.5563,0.583,0.2843,0.2273,0.2236,0.5557,2.0481,0.0923,1.8618,0,0.9605,2.2962,0.2985,0.3391,0.2892,0.1388,0.2218,0.4669,0.1266,0.2178,0.665,0.1714,1.0874,0.1719,0.2636,3.5621,0.6215,0.9563,0.3217,2.5964,1.2647,0.3187,1.8334,0.2775,1.2392,0.4515,0.9951,0.24,0.389,1.7382,1.3527,0.8959,0.5114,0.369,0.702,0.1831,0.209,0.2128,0.2771,0.4814,0.7242,0.2843,0.5635,1.5766,0.2789,0.1943,1.0105,0.6739,0.6203,0.7378,1.4384,0.4393,0.7819,0.3525,0.3947,0.6699,1.3025,0.115,1.3332,0.1716,3.1295,0.7028,0.6,0.4643,0.8111,0.487,0.4379,0.2661,0.347,0.206,0.3711,0.5974,0.4335,0.271,0.7044,0.2712,1.3805,3.6224,0.1728,0.9151,2.1478,0.3206,0.6023,0.9962,3.0508,0.6838,1.8977,2.2146,1.1487,1.4072,0.5056,1.1675,0.5414,0.7472,0.4912,0.4573,0.441,0.7723,0.7258,0.5395,2.2497,0.1757,Control,Saline,S/C,CSS
3490_8,1.5332,1.6153,0.3125,0.336,0.4125,1.0577,1.0023,0.911,0.6609,0.2155,0.5288,0.4341,0.324,1.4362,0.512,0.32,0.8627,0.3922,0.1682,0.1407,1.6963,1.2289,0.3246,0.501,0.8655,0.175,0.1352,0.8253,0.4351,0.499,2.4668,0.6054,0.2924,0.2265,0.2137,0.5529,2.0752,0.0913,1.9734,0,0.9994,2.3206,0.2935,0.3512,0.2964,0.1502,0.2536,0.435,0.1375,0.2519,0.7388,0.1948,1.1939,0.1733,0.2727,3.3241,0.6268,0.941,0.3265,2.5046,1.2509,0.3121,1.7481,0.2801,1.2301,0.4426,1.0125,0.2319,0.3856,1.7249,1.3679,0.9041,0.4667,0.3544,0.528,0.1757,0.2078,0.2209,0.2678,0.4774,0.7231,0.2845,0.5621,1.5907,0.2731,0.1774,1.0128,0.6624,0.6103,0.7176,1.3418,0.4461,0.7812,0.3339,0.3302,0.6259,1.2564,0.117,1.3388,0.1642,3.1846,0.7009,0.5755,0.4524,0.6289,0.474,0.4255,0.2615,0.3379,0.2011,0.3718,0.5959,0.4364,0.2694,0.7004,0.2599,1.3378,3.5857,0.1763,0.8974,2.1533,0.2968,0.5463,0.925,2.857,0.6524,1.7767,1.9027,1.0686,1.2878,0.4853,1.1067,0.5363,0.6571,0.456,0.4197,0.3816,0.6882,0.6729,0.4994,2.1547,0.17,Control,Saline,S/C,CSS
3490_9,1.5171,1.4964,0.2999,0.3714,0.4253,1.0733,1.056,0.8539,0.6368,0.2163,0.5424,0.4518,0.2991,1.3805,0.4529,0.2943,0.9006,0.3619,0.1622,0.1467,1.6996,1.218,0.3342,0.5455,0.8608,0.1684,0.1433,0.8398,0.4387,0.5198,2.437,0.587,0.2896,0.2298,0.2132,0.5814,2.1751,0.0957,1.8232,0,0.9323,2.286,0.2837,0.3346,0.2988,0.1253,0.2216,0.4068,0.1287,0.2384,0.7093,0.1748,1.1765,0.1729,0.263,3.2742,0.6521,0.9862,0.324,2.53,1.1978,0.321,1.6486,0.2788,1.3314,0.4426,0.9921,0.2245,0.4359,1.6376,1.2672,0.8892,0.4178,0.36,0.4869,0.169,0.1966,0.2352,0.2552,0.4436,0.6872,0.2624,0.5355,1.4903,0.2814,0.1726,1.0293,0.6433,0.5835,0.6974,1.3402,0.4705,0.745,0.3158,0.356,0.6724,1.1765,0.1188,1.2245,0.1671,3.265,0.7007,0.6064,0.4505,0.5919,0.4895,0.4331,0.265,0.3374,0.196,0.3629,0.6079,0.4181,0.2845,0.6928,0.2439,1.2981,3.6538,0.1819,0.9236,2.2369,0.2948,0.542,0.9172,2.8041,0.6145,1.7327,1.8567,1.0394,1.3118,0.4352,1.0765,0.538,0.6465,0.514,0.4198,0.3649,0.6848,0.6636,0.4792,2.1251,0.1559,Control,Saline,S/C,CSS
3491_1,2.0986,1.9134,0.351,0.2913,0.3641,1.1631,1.2886,1.6207,0.521,0.0718,0.383,0.3023,0.2315,1.1125,0.363,0.3027,0.9954,0.5835,0.1404,0.1238,1.7172,1.2691,0.344,0.3226,0.7097,0.2361,0.1485,1.4331,0.3406,0.4401,2.6432,0.5142,0.3305,0.3084,0.2461,0.639,0.6536,0.096,1.6579,0,0.8972,1.1721,0.2581,0.2938,0.2671,0.1668,0.2298,0.5724,0.1506,0.3715,0.3241,0.1528,0.689,0.1385,0.3122,3.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6352,1.0018,3.3877,0.607,1.5364,1.0905,0.7152,1.0038,0.3892,0.7648,0.4636,0.5879,0.458,0.5752,0.3962,0.7446,0.634,0.4788,3.2105,0.1987,Ts65Dn,Saline,S/C,TSS
3491_10,NA,NA,NA,0.3393,NA,1.1095,NA,NA,NA,0.0782,0.3992,0.3202,0.2337,1.0391,0.4075,NA,0.944,0.6112,0.1712,0.1542,1.6694,1.2711,0.3853,0.3623,0.7498,NA,NA,2.1977,0.3523,0.4227,NA,NA,0.3901,0.3293,NA,NA,0.6655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7611,1.2584,3.5929,0.6661,1.6819,1.1798,0.7581,1.0506,0.4741,1.0268,0.5588,0.7892,0.5838,0.5795,0.5021,0.7209,0.7605,0.4918,2.5076,0.2023,Ts65Dn,Saline,S/C,TSS
3491_11,NA,NA,NA,0.3085,NA,1.0955,NA,NA,NA,0.0867,0.3931,0.3194,0.2445,1.0901,0.3998,NA,0.9003,0.6019,0.1797,0.1587,1.6376,1.2559,0.3754,0.4108,0.7694,NA,NA,1.8986,0.3519,0.4297,NA,NA,0.3708,0.3022,NA,NA,0.6322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7889,1.4906,3.6363,0.6834,1.6941,1.1815,0.7896,1.0779,0.4843,1.022,0.5999,0.8254,0.6187,0.5879,0.4868,0.8116,0.7726,0.5314,2.5773,0.2343,Ts65Dn,Saline,S/C,TSS
3491_12,NA,NA,NA,0.3146,NA,1.0967,NA,NA,NA,0.0797,0.3854,0.398,0.3,1.1573,0.3972,NA,0.9293,0.6394,0.1402,0.1703,1.5593,1.2016,0.3911,0.4598,0.7512,NA,NA,1.6764,0.3907,0.4894,NA,NA,0.4211,0.2947,NA,NA,0.6935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8254,1.5071,3.7063,0.7005,1.7057,1.2549,0.7878,1.0906,0.4884,1.0576,0.5686,0.8124,0.6203,0.5977,0.4146,0.7943,0.7245,0.5252,2.7076,0.2083,Ts65Dn,Saline,S/C,TSS
3491_13,NA,NA,NA,0.3446,NA,1.0365,NA,NA,NA,0.0843,0.4025,0.3243,0.2704,0.9663,0.3468,NA,0.9955,0.6099,0.1743,0.1714,1.6594,1.2844,0.3974,0.3716,0.8775,NA,NA,1.8111,0.3637,0.4705,NA,NA,0.4042,0.3007,NA,NA,0.6655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8306,1.3487,3.8243,0.7554,1.8342,1.3623,0.7944,1.1594,0.5163,1.1386,0.6694,0.9176,0.7319,0.6277,0.5471,0.8904,0.9067,0.5571,2.625,0.2536,Ts65Dn,Saline,S/C,TSS
3491_14,NA,NA,NA,0.3421,NA,1.0607,NA,NA,NA,0.0905,0.4573,0.3587,0.2298,1.0888,0.3633,NA,0.9885,0.6235,0.1862,0.1633,1.7117,1.3198,0.4011,0.4264,0.9398,NA,NA,1.7077,0.4097,0.4779,NA,NA,0.3897,0.3393,NA,NA,0.7123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8319,1.4664,3.7345,0.808,1.7292,1.2133,0.8027,1.0761,0.4805,1.1796,0.6593,0.8885,0.8106,0.5779,0.4363,0.7965,0.8,0.5531,2.5416,0.377,Ts65Dn,Saline,S/C,TSS
3491_15,NA,NA,NA,0.3176,NA,1.0315,NA,NA,NA,0.0914,0.4334,0.4399,0.3138,1.124,0.3409,NA,1.0098,0.6705,0.2126,0.1974,1.5998,1.2561,0.3959,0.4415,0.8923,NA,NA,1.5465,0.4122,0.5514,NA,NA,0.4769,0.3013,NA,NA,0.7569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8087,1.5516,3.7046,0.782,1.7189,1.0267,0.7633,1.0801,0.5125,1.2278,0.6352,0.9093,0.7091,0.6059,0.4262,0.8327,0.8247,0.5472,2.5676,0.2509,Ts65Dn,Saline,S/C,TSS
